#annot_N1N2_sup10: Number of introns with Ns+Na >= 10.
#annotated_intron: Number of annotated introns.
#sequencing_depth: Median per-base read coverage across BUSCO genes.
#average_svr_busco: Average per-intron alternative splicing rate among BUSCO major introns (%).
#no_major_intron: Number of major introns.
#no_compiled_rna_seq: Number of sub-sampled RNA-seq.
#replicate: Replicates number.
#samples: SRA Accession of the RNA-seq samples studied.
#species: Scientific name.
annot_N1N2_sup10	annotated_intron	sequencing_depth	average_svr_busco	no_major_intron	no_compiled_rna_seq	replicate	echantillon	selection	samples	species
9835	11122	216.106813972761	0.0272747491113971	7596	7	12	all introns	0	ERR2598220,ERR2598113,ERR2598099,ERR2598087,ERR2598351,ERR2598064,ERR2598080	Homo_sapiens
9851	11122	222.540448431625	0.0312840041068501	7556	7	13	all introns	0	ERR2598165,ERR2598296,ERR2598228,ERR2598055,ERR2598283,ERR2598223,ERR2598196	Homo_sapiens
9956	11122	252.466431028232	0.030129849361997	7580	7	14	all introns	0	ERR2598240,ERR2598192,ERR2598179,ERR2598246,ERR2598172,ERR2598092,ERR2598122	Homo_sapiens
9924	11122	226.570144281084	0.0298743613900003	7588	7	15	all introns	0	ERR2598315,ERR2598303,ERR2598204,ERR2598054,ERR2598066,ERR2598134,ERR2598172	Homo_sapiens
9768	11122	181.331488597968	0.0297900688764179	7571	7	16	all introns	0	ERR2598327,ERR2598169,ERR2598297,ERR2598093,ERR2598307,ERR2598236,ERR2598204	Homo_sapiens
9566	11122	166.079404451229	0.0279544582972416	7523	7	17	all introns	0	ERR2598174,ERR2598103,ERR2598280,ERR2598075,ERR2598235,ERR2598143,ERR2598147	Homo_sapiens
9616	11122	150.158996340053	0.0282557724666564	7543	7	18	all introns	0	ERR2598316,ERR2598344,ERR2598101,ERR2598155,ERR2598104,ERR2598321,ERR2598290	Homo_sapiens
9892	11122	194.342168320656	0.0305356386694305	7600	7	19	all introns	0	ERR2598108,ERR2598145,ERR2598192,ERR2598266,ERR2598197,ERR2598056,ERR2598303	Homo_sapiens
9740	11122	164.177461748904	0.0281012310688528	7582	7	20	all introns	0	ERR2598300,ERR2598161,ERR2598071,ERR2598151,ERR2598158,ERR2598112,ERR2598109	Homo_sapiens
9947	11122	227.848146257902	0.0309071819133465	7624	7	21	all introns	0	ERR2598142,ERR2598098,ERR2598213,ERR2598312,ERR2598069,ERR2598104,ERR2598299	Homo_sapiens
9686	11122	180.566613392345	0.0300584188466869	7527	7	22	all introns	0	ERR2598054,ERR2598095,ERR2598338,ERR2598320,ERR2598052,ERR2598190,ERR2598336	Homo_sapiens
10130	11122	226.752477836692	0.035859913853058	7615	7	23	all introns	0	ERR2598350,ERR2598236,ERR2598057,ERR2598075,ERR2598325,ERR2598311,ERR2598334	Homo_sapiens
9944	11122	254.984972444306	0.0304781112419974	7579	7	24	all introns	0	ERR2598348,ERR2598227,ERR2598352,ERR2598060,ERR2598118,ERR2598193,ERR2598211	Homo_sapiens
9934	11122	235.657113445701	0.029530631678795	7572	7	25	all introns	0	ERR2598073,ERR2598187,ERR2598177,ERR2598053,ERR2598216,ERR2598278,ERR2598250	Homo_sapiens
10122	11122	277.874288437651	0.0328265350769313	7598	7	26	all introns	0	ERR2598186,ERR2598294,ERR2598362,ERR2598346,ERR2598170,ERR2598215,ERR2598053	Homo_sapiens
9862	11122	240.680807926476	0.0309837238935458	7563	7	27	all introns	0	ERR2598349,ERR2598126,ERR2598212,ERR2598120,ERR2598139,ERR2598321,ERR2598209	Homo_sapiens
9960	11122	245.517570552124	0.0307530752242092	7580	7	28	all introns	0	ERR2598240,ERR2598179,ERR2598092,ERR2598221,ERR2598090,ERR2598148,ERR2598283	Homo_sapiens
10102	11122	272.257035451299	0.0308587622649616	7619	7	29	all introns	0	ERR2598257,ERR2598363,ERR2598200,ERR2598209,ERR2598182,ERR2598213,ERR2598140	Homo_sapiens
10230	11122	356.550398394222	0.0354166090656577	7604	7	30	all introns	0	ERR2598086,ERR2598196,ERR2598051,ERR2598152,ERR2598169,ERR2598360,ERR2598272	Homo_sapiens
9969	11122	241.882267656996	0.030312340977787	7621	8	1	all introns	0	ERR2598287,ERR2598159,ERR2598269,ERR2598213,ERR2598189,ERR2598359,ERR2598321,ERR2598052	Homo_sapiens
9859	11122	213.62838259092	0.0312970319215503	7571	8	2	all introns	0	ERR2598171,ERR2598077,ERR2598091,ERR2598138,ERR2598244,ERR2598271,ERR2598338,ERR2598328	Homo_sapiens
9922	11122	225.753428437645	0.0300043495017214	7617	8	3	all introns	0	ERR2598063,ERR2598181,ERR2598103,ERR2598145,ERR2598340,ERR2598141,ERR2598169,ERR2598256	Homo_sapiens
9967	11122	256.634964188424	0.0305119033545599	7601	8	4	all introns	0	ERR2598215,ERR2598193,ERR2598202,ERR2598279,ERR2598144,ERR2598295,ERR2598064,ERR2598231	Homo_sapiens
9859	11122	198.866624634722	0.029338027368492	7596	8	5	all introns	0	ERR2598352,ERR2598358,ERR2598100,ERR2598222,ERR2598165,ERR2598071,ERR2598176,ERR2598084	Homo_sapiens
9831	11122	224.681379744232	0.0298489227665232	7587	8	6	all introns	0	ERR2598337,ERR2598297,ERR2598123,ERR2598227,ERR2598306,ERR2598245,ERR2598131,ERR2598134	Homo_sapiens
9989	11122	278.033519572361	0.0313800056756872	7593	8	7	all introns	0	ERR2598274,ERR2598231,ERR2598266,ERR2598178,ERR2598332,ERR2598078,ERR2598096,ERR2598162	Homo_sapiens
9933	11122	253.238207838437	0.0323336201477094	7556	8	8	all introns	0	ERR2598131,ERR2598245,ERR2598074,ERR2598348,ERR2598113,ERR2598084,ERR2598349,ERR2598309	Homo_sapiens
10066	11122	253.856723952	0.0319438547986263	7605	8	9	all introns	0	ERR2598286,ERR2598053,ERR2598052,ERR2598119,ERR2598332,ERR2598278,ERR2598076,ERR2598158	Homo_sapiens
9875	11122	224.109847175543	0.0278207084606815	7583	8	10	all introns	0	ERR2598205,ERR2598129,ERR2598188,ERR2598233,ERR2598085,ERR2598112,ERR2598251,ERR2598278	Homo_sapiens
9808	11122	212.649466599783	0.0291770512897631	7578	8	11	all introns	0	ERR2598194,ERR2598222,ERR2598220,ERR2598124,ERR2598226,ERR2598282,ERR2598266,ERR2598235	Homo_sapiens
9926	11122	245.543500638847	0.0297196590515102	7597	8	12	all introns	0	ERR2598359,ERR2598116,ERR2598113,ERR2598332,ERR2598237,ERR2598172,ERR2598201,ERR2598255	Homo_sapiens
10027	11122	258.630330046012	0.0300439429291673	7605	8	13	all introns	0	ERR2598096,ERR2598063,ERR2598239,ERR2598092,ERR2598203,ERR2598237,ERR2598168,ERR2598209	Homo_sapiens
10112	11122	259.139345727094	0.0330592183408586	7609	8	14	all introns	0	ERR2598233,ERR2598130,ERR2598225,ERR2598094,ERR2598311,ERR2598138,ERR2598171,ERR2598123	Homo_sapiens
9858	11122	209.856102011579	0.0294172928685762	7591	8	15	all introns	0	ERR2598154,ERR2598292,ERR2598059,ERR2598349,ERR2598122,ERR2598121,ERR2598105,ERR2598139	Homo_sapiens
9807	11122	231.961059776295	0.0313266675787382	7547	8	16	all introns	0	ERR2598110,ERR2598243,ERR2598165,ERR2598152,ERR2598109,ERR2598331,ERR2598123,ERR2598247	Homo_sapiens
9951	11122	244.80295027566	0.031397799463854	7587	8	17	all introns	0	ERR2598363,ERR2598142,ERR2598124,ERR2598111,ERR2598313,ERR2598063,ERR2598150,ERR2598267	Homo_sapiens
10036	11122	254.202761091147	0.0308140463759917	7615	8	18	all introns	0	ERR2598298,ERR2598214,ERR2598240,ERR2598266,ERR2598086,ERR2598316,ERR2598303,ERR2598207	Homo_sapiens
9800	11122	230.150949843243	0.0278952105017429	7580	8	19	all introns	0	ERR2598343,ERR2598231,ERR2598251,ERR2598244,ERR2598304,ERR2598132,ERR2598157,ERR2598291	Homo_sapiens
9966	11122	290.909022511135	0.030094388047073	7593	8	20	all introns	0	ERR2598185,ERR2598326,ERR2598199,ERR2598233,ERR2598110,ERR2598180,ERR2598181,ERR2598067	Homo_sapiens
9659	11122	253.507796182286	0.0281842666825553	7520	8	21	all introns	0	ERR2598251,ERR2598263,ERR2598075,ERR2598068,ERR2598067,ERR2598256,ERR2598253,ERR2598211	Homo_sapiens
10164	11122	338.176300478948	0.0322869462918225	7633	8	22	all introns	0	ERR2598157,ERR2598277,ERR2598319,ERR2598162,ERR2598159,ERR2598210,ERR2598160,ERR2598067	Homo_sapiens
9810	11122	218.530753703105	0.0280061437607194	7578	8	23	all introns	0	ERR2598183,ERR2598155,ERR2598177,ERR2598135,ERR2598128,ERR2598147,ERR2598297,ERR2598271	Homo_sapiens
10167	11122	324.086738826417	0.0332251821629651	7623	8	24	all introns	0	ERR2598356,ERR2598107,ERR2598126,ERR2598096,ERR2598276,ERR2598327,ERR2598239,ERR2598139	Homo_sapiens
10056	11122	325.361259233516	0.0316716841839536	7599	8	25	all introns	0	ERR2598204,ERR2598322,ERR2598086,ERR2598215,ERR2598246,ERR2598206,ERR2598352,ERR2598329	Homo_sapiens
10030	11122	323.565570236148	0.0324629471278783	7610	8	26	all introns	0	ERR2598318,ERR2598324,ERR2598239,ERR2598078,ERR2598181,ERR2598287,ERR2598254,ERR2598315	Homo_sapiens
9905	11122	274.009448528957	0.0310116773800996	7592	8	27	all introns	0	ERR2598317,ERR2598244,ERR2598355,ERR2598207,ERR2598063,ERR2598250,ERR2598135,ERR2598229	Homo_sapiens
9892	11122	189.500897000398	0.0293127829638053	7626	8	28	all introns	0	ERR2598293,ERR2598145,ERR2598343,ERR2598074,ERR2598310,ERR2598172,ERR2598334,ERR2598170	Homo_sapiens
9947	11122	230.940918020502	0.0313124156841928	7591	8	29	all introns	0	ERR2598314,ERR2598080,ERR2598199,ERR2598276,ERR2598224,ERR2598083,ERR2598172,ERR2598071	Homo_sapiens
10077	11122	264.559583960152	0.0330196858098447	7613	8	30	all introns	0	ERR2598215,ERR2598180,ERR2598163,ERR2598167,ERR2598188,ERR2598228,ERR2598064,ERR2598363	Homo_sapiens
9993	11122	320.407539463192	0.0307253193177149	7592	9	1	all introns	0	ERR2598224,ERR2598354,ERR2598126,ERR2598119,ERR2598051,ERR2598321,ERR2598103,ERR2598288,ERR2598083	Homo_sapiens
10051	11122	277.866488137285	0.0283555982758573	7629	9	2	all introns	0	ERR2598175,ERR2598219,ERR2598162,ERR2598079,ERR2598332,ERR2598352,ERR2598058,ERR2598218,ERR2598054	Homo_sapiens
9844	11122	243.037797287551	0.0293171350682638	7583	9	3	all introns	0	ERR2598087,ERR2598180,ERR2598284,ERR2598154,ERR2598084,ERR2598341,ERR2598121,ERR2598142,ERR2598113	Homo_sapiens
10035	11122	269.528150386912	0.0302448602375372	7615	9	4	all introns	0	ERR2598345,ERR2598088,ERR2598131,ERR2598237,ERR2598257,ERR2598115,ERR2598149,ERR2598063,ERR2598065	Homo_sapiens
10026	11122	230.065812941428	0.0327794096508683	7605	9	5	all introns	0	ERR2598361,ERR2598071,ERR2598233,ERR2598190,ERR2598300,ERR2598235,ERR2598270,ERR2598289,ERR2598176	Homo_sapiens
9985	11122	246.255801742646	0.0297419467197983	7612	9	6	all introns	0	ERR2598106,ERR2598134,ERR2598191,ERR2598321,ERR2598197,ERR2598160,ERR2598103,ERR2598324,ERR2598349	Homo_sapiens
10029	11122	290.382790813272	0.0294650928888052	7629	9	7	all introns	0	ERR2598169,ERR2598210,ERR2598314,ERR2598359,ERR2598053,ERR2598072,ERR2598173,ERR2598162,ERR2598233	Homo_sapiens
9938	11122	252.502700967683	0.0293785694824627	7618	9	8	all introns	0	ERR2598259,ERR2598323,ERR2598284,ERR2598167,ERR2598252,ERR2598357,ERR2598088,ERR2598229,ERR2598153	Homo_sapiens
10085	11122	328.899002524935	0.0317416475505602	7589	9	9	all introns	0	ERR2598214,ERR2598225,ERR2598206,ERR2598052,ERR2598131,ERR2598138,ERR2598309,ERR2598196,ERR2598090	Homo_sapiens
10116	11122	290.590011571349	0.0333725467566213	7605	9	10	all introns	0	ERR2598323,ERR2598318,ERR2598094,ERR2598111,ERR2598363,ERR2598294,ERR2598122,ERR2598104,ERR2598099	Homo_sapiens
10067	11122	326.971804820526	0.0310259998433224	7589	9	11	all introns	0	ERR2598198,ERR2598363,ERR2598177,ERR2598087,ERR2598193,ERR2598176,ERR2598054,ERR2598053,ERR2598215	Homo_sapiens
9955	11122	296.993538156661	0.0307520395535257	7580	9	12	all introns	0	ERR2598152,ERR2598212,ERR2598060,ERR2598121,ERR2598091,ERR2598217,ERR2598201,ERR2598226,ERR2598223	Homo_sapiens
9900	11122	260.764825891982	0.0296490309512579	7583	9	13	all introns	0	ERR2598135,ERR2598320,ERR2598119,ERR2598173,ERR2598208,ERR2598316,ERR2598292,ERR2598293,ERR2598194	Homo_sapiens
10134	11122	363.410873900391	0.0343538321483001	7611	9	14	all introns	0	ERR2598247,ERR2598182,ERR2598192,ERR2598207,ERR2598051,ERR2598309,ERR2598273,ERR2598075,ERR2598151	Homo_sapiens
9905	11122	262.202504925415	0.0299816197010678	7576	9	15	all introns	0	ERR2598081,ERR2598076,ERR2598259,ERR2598127,ERR2598138,ERR2598231,ERR2598258,ERR2598217,ERR2598294	Homo_sapiens
10197	11122	310.499621725029	0.0371407052228477	7627	9	16	all introns	0	ERR2598219,ERR2598154,ERR2598156,ERR2598362,ERR2598245,ERR2598175,ERR2598332,ERR2598357,ERR2598273	Homo_sapiens
10087	11122	288.240331692353	0.0310256078686571	7610	9	17	all introns	0	ERR2598325,ERR2598164,ERR2598177,ERR2598214,ERR2598126,ERR2598175,ERR2598167,ERR2598189,ERR2598053	Homo_sapiens
10137	11122	300.944773812689	0.0334144759645596	7594	9	18	all introns	0	ERR2598091,ERR2598078,ERR2598340,ERR2598187,ERR2598129,ERR2598140,ERR2598361,ERR2598150,ERR2598320	Homo_sapiens
10199	11122	311.427698596166	0.0325022585013358	7625	9	19	all introns	0	ERR2598176,ERR2598253,ERR2598074,ERR2598165,ERR2598347,ERR2598092,ERR2598311,ERR2598134,ERR2598122	Homo_sapiens
9869	11122	274.143170072454	0.0314570113125001	7581	9	20	all introns	0	ERR2598303,ERR2598187,ERR2598336,ERR2598354,ERR2598264,ERR2598064,ERR2598078,ERR2598083,ERR2598147	Homo_sapiens
10107	11122	340.961137112469	0.0309218448898996	7597	9	21	all introns	0	ERR2598118,ERR2598068,ERR2598225,ERR2598195,ERR2598056,ERR2598091,ERR2598309,ERR2598146,ERR2598165	Homo_sapiens
9942	11122	274.51134083823	0.0327918191430697	7592	9	22	all introns	0	ERR2598148,ERR2598295,ERR2598314,ERR2598293,ERR2598219,ERR2598260,ERR2598319,ERR2598225,ERR2598287	Homo_sapiens
9824	11122	259.087153241289	0.0293571100860482	7577	9	23	all introns	0	ERR2598349,ERR2598062,ERR2598247,ERR2598132,ERR2598226,ERR2598068,ERR2598253,ERR2598147,ERR2598328	Homo_sapiens
10226	11122	370.77602988993	0.0320042664375032	7611	9	24	all introns	0	ERR2598126,ERR2598346,ERR2598283,ERR2598232,ERR2598058,ERR2598276,ERR2598187,ERR2598198,ERR2598076	Homo_sapiens
9944	11122	264.563399786564	0.0323107362195946	7595	9	25	all introns	0	ERR2598139,ERR2598102,ERR2598260,ERR2598070,ERR2598185,ERR2598226,ERR2598314,ERR2598302,ERR2598266	Homo_sapiens
9953	11122	257.095179527678	0.02865652081509	7616	9	26	all introns	0	ERR2598125,ERR2598095,ERR2598143,ERR2598118,ERR2598142,ERR2598108,ERR2598312,ERR2598140,ERR2598119	Homo_sapiens
9958	11122	328.396654645206	0.0301128013517037	7575	9	27	all introns	0	ERR2598319,ERR2598176,ERR2598213,ERR2598056,ERR2598067,ERR2598094,ERR2598106,ERR2598246,ERR2598254	Homo_sapiens
10115	11122	322.339598044215	0.0366649107026297	7623	9	28	all introns	0	ERR2598072,ERR2598261,ERR2598305,ERR2598300,ERR2598087,ERR2598094,ERR2598287,ERR2598217,ERR2598360	Homo_sapiens
9878	11122	279.116542607507	0.029947254068257	7584	9	29	all introns	0	ERR2598154,ERR2598290,ERR2598253,ERR2598270,ERR2598344,ERR2598246,ERR2598289,ERR2598195,ERR2598141	Homo_sapiens
10055	11122	268.134300679861	0.0301466056766813	7633	9	30	all introns	0	ERR2598137,ERR2598199,ERR2598266,ERR2598303,ERR2598116,ERR2598141,ERR2598352,ERR2598177,ERR2598063	Homo_sapiens
10093	11122	309.142788970104	0.029921135686243	7622	10	1	all introns	0	ERR2598238,ERR2598205,ERR2598210,ERR2598063,ERR2598073,ERR2598340,ERR2598187,ERR2598324,ERR2598200,ERR2598243	Homo_sapiens
10256	11122	399.201177429365	0.0322070416565804	7657	10	2	all introns	0	ERR2598192,ERR2598229,ERR2598133,ERR2598096,ERR2598213,ERR2598236,ERR2598150,ERR2598132,ERR2598162,ERR2598305	Homo_sapiens
10149	11122	396.190019254617	0.0330840037495246	7634	10	3	all introns	0	ERR2598356,ERR2598359,ERR2598253,ERR2598098,ERR2598301,ERR2598056,ERR2598057,ERR2598305,ERR2598236,ERR2598107	Homo_sapiens
10165	11122	377.34534156179	0.0349106638522136	7626	10	4	all introns	0	ERR2598181,ERR2598284,ERR2598241,ERR2598124,ERR2598095,ERR2598277,ERR2598053,ERR2598287,ERR2598123,ERR2598262	Homo_sapiens
9998	11122	265.841857649343	0.030241116067814	7588	10	5	all introns	0	ERR2598108,ERR2598194,ERR2598190,ERR2598203,ERR2598178,ERR2598052,ERR2598257,ERR2598211,ERR2598271,ERR2598074	Homo_sapiens
10171	11122	350.888727566041	0.0349017231837933	7627	10	6	all introns	0	ERR2598240,ERR2598312,ERR2598176,ERR2598130,ERR2598282,ERR2598336,ERR2598068,ERR2598259,ERR2598277,ERR2598341	Homo_sapiens
10029	11122	309.586408994078	0.0350510596572049	7588	10	7	all introns	0	ERR2598341,ERR2598054,ERR2598109,ERR2598273,ERR2598295,ERR2598260,ERR2598278,ERR2598339,ERR2598213,ERR2598263	Homo_sapiens
9994	11122	338.012863933452	0.0302046321387342	7607	10	8	all introns	0	ERR2598249,ERR2598182,ERR2598119,ERR2598242,ERR2598274,ERR2598209,ERR2598137,ERR2598264,ERR2598241,ERR2598143	Homo_sapiens
10071	11122	311.435359147156	0.0319015302726708	7608	10	9	all introns	0	ERR2598115,ERR2598091,ERR2598161,ERR2598056,ERR2598353,ERR2598141,ERR2598344,ERR2598238,ERR2598256,ERR2598350	Homo_sapiens
10178	11122	355.637449779028	0.0327875803614958	7647	10	10	all introns	0	ERR2598344,ERR2598342,ERR2598245,ERR2598133,ERR2598070,ERR2598146,ERR2598212,ERR2598123,ERR2598051,ERR2598323	Homo_sapiens
10072	11122	292.645189475572	0.0349398274227968	7598	10	11	all introns	0	ERR2598331,ERR2598150,ERR2598318,ERR2598363,ERR2598225,ERR2598260,ERR2598289,ERR2598291,ERR2598307,ERR2598344	Homo_sapiens
10063	11122	306.241278303658	0.0334768091001677	7608	10	12	all introns	0	ERR2598148,ERR2598284,ERR2598247,ERR2598265,ERR2598325,ERR2598296,ERR2598090,ERR2598268,ERR2598274,ERR2598093	Homo_sapiens
10085	11122	337.41072807049	0.0308123417221092	7622	10	13	all introns	0	ERR2598345,ERR2598052,ERR2598185,ERR2598321,ERR2598126,ERR2598241,ERR2598343,ERR2598259,ERR2598149,ERR2598288	Homo_sapiens
10070	11122	394.821121904854	0.0302355486950039	7614	10	14	all introns	0	ERR2598119,ERR2598231,ERR2598335,ERR2598355,ERR2598079,ERR2598078,ERR2598113,ERR2598081,ERR2598244,ERR2598131	Homo_sapiens
9816	11122	220.651358985417	0.02842244722651	7585	10	15	all introns	0	ERR2598165,ERR2598143,ERR2598134,ERR2598217,ERR2598222,ERR2598054,ERR2598090,ERR2598144,ERR2598209,ERR2598094	Homo_sapiens
9964	11122	286.880931752546	0.0299331307539404	7609	10	16	all introns	0	ERR2598313,ERR2598135,ERR2598117,ERR2598123,ERR2598282,ERR2598219,ERR2598236,ERR2598332,ERR2598181,ERR2598141	Homo_sapiens
10169	11122	319.615418340705	0.0316255200670831	7650	10	17	all introns	0	ERR2598191,ERR2598259,ERR2598107,ERR2598197,ERR2598279,ERR2598108,ERR2598166,ERR2598330,ERR2598151,ERR2598342	Homo_sapiens
9965	11122	276.490796023514	0.031942578241938	7603	10	18	all introns	0	ERR2598316,ERR2598260,ERR2598079,ERR2598172,ERR2598226,ERR2598082,ERR2598302,ERR2598069,ERR2598143,ERR2598340	Homo_sapiens
10167	11122	393.42474591369	0.033055924068425	7633	10	19	all introns	0	ERR2598356,ERR2598352,ERR2598199,ERR2598113,ERR2598252,ERR2598312,ERR2598181,ERR2598060,ERR2598348,ERR2598299	Homo_sapiens
9971	11122	302.90243923358	0.0284315749291364	7616	10	20	all introns	0	ERR2598159,ERR2598188,ERR2598162,ERR2598243,ERR2598090,ERR2598223,ERR2598329,ERR2598219,ERR2598347,ERR2598105	Homo_sapiens
10062	11122	345.981399925985	0.030276957266007	7626	10	21	all introns	0	ERR2598188,ERR2598222,ERR2598078,ERR2598244,ERR2598082,ERR2598218,ERR2598122,ERR2598347,ERR2598093,ERR2598051	Homo_sapiens
10170	11122	351.821833661252	0.0331632936524636	7623	10	22	all introns	0	ERR2598249,ERR2598155,ERR2598076,ERR2598197,ERR2598351,ERR2598322,ERR2598111,ERR2598317,ERR2598277,ERR2598189	Homo_sapiens
10020	11122	264.758822199141	0.0324517220793981	7611	10	23	all introns	0	ERR2598297,ERR2598301,ERR2598256,ERR2598185,ERR2598298,ERR2598236,ERR2598302,ERR2598315,ERR2598322,ERR2598214	Homo_sapiens
10146	11122	297.938844311568	0.0323605677314992	7640	10	24	all introns	0	ERR2598135,ERR2598054,ERR2598134,ERR2598079,ERR2598176,ERR2598311,ERR2598062,ERR2598265,ERR2598322,ERR2598318	Homo_sapiens
10065	11122	378.551925559037	0.0329111693994104	7580	10	25	all introns	0	ERR2598315,ERR2598065,ERR2598077,ERR2598272,ERR2598293,ERR2598196,ERR2598185,ERR2598291,ERR2598347,ERR2598148	Homo_sapiens
10052	11122	353.063074691806	0.0311275637149822	7608	10	26	all introns	0	ERR2598268,ERR2598309,ERR2598329,ERR2598143,ERR2598330,ERR2598179,ERR2598069,ERR2598068,ERR2598290,ERR2598347	Homo_sapiens
10062	11122	340.642660867246	0.0314141305748433	7631	10	27	all introns	0	ERR2598306,ERR2598320,ERR2598173,ERR2598087,ERR2598281,ERR2598339,ERR2598108,ERR2598093,ERR2598246,ERR2598358	Homo_sapiens
10164	11122	358.724142747312	0.0298279775941108	7657	10	28	all introns	0	ERR2598363,ERR2598202,ERR2598113,ERR2598329,ERR2598136,ERR2598249,ERR2598324,ERR2598343,ERR2598054,ERR2598139	Homo_sapiens
9950	11122	375.79519690229	0.0315140950539624	7591	10	29	all introns	0	ERR2598299,ERR2598249,ERR2598165,ERR2598087,ERR2598258,ERR2598291,ERR2598335,ERR2598334,ERR2598058,ERR2598238	Homo_sapiens
9966	11122	292.716876890735	0.0308287960992838	7585	10	30	all introns	0	ERR2598237,ERR2598079,ERR2598056,ERR2598260,ERR2598105,ERR2598242,ERR2598223,ERR2598183,ERR2598138,ERR2598219	Homo_sapiens
10270	11122	407.861292128663	0.0327209391788821	7627	11	1	all introns	0	ERR2598306,ERR2598106,ERR2598090,ERR2598295,ERR2598068,ERR2598276,ERR2598148,ERR2598117,ERR2598133,ERR2598164,ERR2598200	Homo_sapiens
10148	11122	389.706814331489	0.0290692893123089	7635	11	2	all introns	0	ERR2598321,ERR2598284,ERR2598092,ERR2598225,ERR2598249,ERR2598141,ERR2598248,ERR2598185,ERR2598159,ERR2598124,ERR2598202	Homo_sapiens
10272	11122	400.844070480773	0.0356019366370003	7635	11	3	all introns	0	ERR2598276,ERR2598100,ERR2598136,ERR2598310,ERR2598300,ERR2598356,ERR2598352,ERR2598156,ERR2598287,ERR2598209,ERR2598130	Homo_sapiens
10048	11122	303.034380178425	0.0297996838477916	7646	11	4	all introns	0	ERR2598118,ERR2598140,ERR2598158,ERR2598195,ERR2598322,ERR2598145,ERR2598269,ERR2598115,ERR2598317,ERR2598268,ERR2598283	Homo_sapiens
10039	11122	315.605118878828	0.0310076745266967	7612	11	5	all introns	0	ERR2598124,ERR2598296,ERR2598093,ERR2598189,ERR2598305,ERR2598081,ERR2598245,ERR2598329,ERR2598208,ERR2598251,ERR2598209	Homo_sapiens
10151	11122	362.411941737834	0.031137897506473	7618	11	6	all introns	0	ERR2598121,ERR2598248,ERR2598104,ERR2598321,ERR2598169,ERR2598124,ERR2598279,ERR2598128,ERR2598151,ERR2598187,ERR2598152	Homo_sapiens
10130	11122	319.73272404116	0.0330635277142327	7595	11	7	all introns	0	ERR2598236,ERR2598287,ERR2598234,ERR2598354,ERR2598290,ERR2598322,ERR2598074,ERR2598177,ERR2598267,ERR2598276,ERR2598210	Homo_sapiens
10137	11122	328.034667111524	0.0339948481796572	7601	11	8	all introns	0	ERR2598299,ERR2598214,ERR2598242,ERR2598141,ERR2598286,ERR2598233,ERR2598122,ERR2598087,ERR2598245,ERR2598308,ERR2598074	Homo_sapiens
